age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
31,Private,42485,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,55,United-States,1,1439
56,Self-emp-not-inc,236731,1st-4th,2,Separated,Exec-managerial,Not-in-family,Male,0,0,25,,1,1440
35,Private,184117,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,1441
25,Private,462869,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,Mexico,1,1442
53,Private,48413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1443
35,Private,160120,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Philippines,0,1444
36,Private,161141,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,1445
43,State-gov,308498,HS-grad,9,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,40,United-States,1,1446
33,Private,164748,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1447
31,Local-gov,331126,Bachelors,13,Never-married,Protective-serv,Own-child,Male,0,0,48,United-States,1,1448
19,Private,144750,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,18,United-States,1,1449
51,Private,335997,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,4386,0,55,United-States,0,1450
24,Private,228424,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,United-States,1,1451
52,Local-gov,298035,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,1,1452
24,Private,293579,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,20,United-States,1,1453
53,Private,152810,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,55,United-States,0,1454
43,Private,313181,HS-grad,9,Divorced,Adm-clerical,Other-relative,Male,0,0,38,United-States,1,1455
43,Federal-gov,214541,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1456
55,Self-emp-not-inc,194065,Assoc-acdm,12,Divorced,Sales,Not-in-family,Female,0,0,40,United-States,1,1457
22,Private,160398,Some-college,10,Never-married,Sales,Other-relative,Male,0,0,38,United-States,1,1458
37,Self-emp-not-inc,154641,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,Male,2105,0,50,United-States,1,1459
37,Local-gov,80680,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,1151,0,35,United-States,1,1460
51,,167651,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,United-States,1,1461
23,Self-emp-not-inc,111296,11th,7,Never-married,Craft-repair,Own-child,Male,0,0,50,Mexico,1,1462
22,Private,401762,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,55,United-States,1,1463
21,Private,224640,Some-college,10,Never-married,Sales,Own-child,Female,0,0,40,United-States,1,1464
68,Private,144137,Some-college,10,Divorced,Priv-house-serv,Other-relative,Female,0,0,30,United-States,1,1465
73,Private,267408,HS-grad,9,Widowed,Sales,Other-relative,Female,0,0,15,United-States,1,1466
36,Private,248445,HS-grad,9,Separated,Transport-moving,Other-relative,Male,0,0,60,Mexico,1,1467
47,Private,102569,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,1468
35,Private,348690,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1469
38,Local-gov,86643,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,United-States,0,1470
59,Private,115414,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1471
51,Federal-gov,45334,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,70,,1,1472
34,Private,34572,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,60,United-States,1,1473
28,Private,87239,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,50,United-States,1,1474
38,Private,175441,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1475
56,Self-emp-not-inc,163212,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,99999,0,40,United-States,0,1476
58,Private,163113,HS-grad,9,Widowed,Sales,Not-in-family,Female,0,0,35,United-States,0,1477
42,Private,161510,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,7298,0,40,United-States,0,1478
64,Local-gov,202984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,3137,0,40,United-States,1,1479
17,Self-emp-inc,143034,10th,6,Never-married,Other-service,Own-child,Male,0,0,4,United-States,1,1480
51,Local-gov,155118,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,70,United-States,0,1481
31,Private,273324,Some-college,10,Never-married,Other-service,Own-child,Male,0,1721,16,United-States,1,1482
25,Private,181598,11th,7,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,1483
39,Private,99270,HS-grad,9,Divorced,Adm-clerical,Own-child,Female,0,0,40,United-States,1,1484
58,Local-gov,294313,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,55,United-States,1,1485
30,Private,164190,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,38,,1,1486
33,Local-gov,269604,5th-6th,3,Never-married,Other-service,Unmarried,Female,0,0,40,El-Salvador,1,1487
30,Private,214993,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1488
32,Private,317809,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,4064,0,50,United-States,1,1489
46,Private,187226,9th,5,Divorced,Other-service,Not-in-family,Male,0,0,25,United-States,1,1490
44,Private,268098,12th,8,Never-married,Transport-moving,Not-in-family,Male,0,0,36,United-States,1,1491
41,Self-emp-inc,236021,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,United-States,0,1492
47,Private,144351,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,625,40,United-States,1,1493
37,Private,61299,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,1,1494
54,Self-emp-not-inc,46704,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,United-States,0,1495
49,Private,173115,10th,6,Separated,Exec-managerial,Not-in-family,Male,4416,0,99,United-States,1,1496
27,Private,207213,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,United-States,1,1497
43,Private,81243,Bachelors,13,Divorced,Tech-support,Not-in-family,Male,0,1876,40,United-States,1,1498
30,Private,205152,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,1,1499
60,Private,210064,HS-grad,9,Divorced,Protective-serv,Not-in-family,Male,0,0,40,United-States,1,1500
22,Private,35663,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,1,1501
38,Private,203138,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,50,United-States,0,1502
58,Local-gov,283635,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1503
63,Private,169983,11th,7,Widowed,Sales,Not-in-family,Female,2176,0,30,United-States,1,1504
21,Private,39943,Some-college,10,Never-married,Sales,Own-child,Female,0,0,20,United-States,1,1505
31,Private,150441,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,50,United-States,1,1506
64,Private,312498,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,1507
35,State-gov,80771,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1508
23,Private,216639,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,40,United-States,1,1509
43,Private,120277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1510
24,Self-emp-not-inc,102942,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,50,United-States,1,1511
27,Private,175387,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,1876,40,United-States,1,1512
32,Private,194987,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,United-States,1,1513
51,Private,208899,Bachelors,13,Separated,Adm-clerical,Unmarried,Female,0,0,40,United-States,1,1514
24,Private,404416,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1515
66,Self-emp-not-inc,298834,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,1,1516
35,Private,341643,Bachelors,13,Never-married,Other-service,Other-relative,Male,0,0,50,United-States,1,1517
35,Private,32126,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1518
22,Private,228306,Some-college,10,Married-AF-spouse,Other-service,Wife,Female,0,0,40,United-States,0,1519
24,Federal-gov,306515,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,1520
37,Private,327323,5th-6th,3,Separated,Farming-fishing,Not-in-family,Male,0,0,32,Guatemala,1,1521
37,Private,291251,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,1522
41,Private,37997,12th,8,Divorced,Transport-moving,Not-in-family,Male,0,0,84,United-States,0,1523
28,Private,133696,Bachelors,13,Never-married,Sales,Unmarried,Male,0,0,65,United-States,1,1524
66,Self-emp-not-inc,212456,HS-grad,9,Widowed,Craft-repair,Not-in-family,Male,0,0,20,United-States,1,1525
24,Private,283757,Bachelors,13,Never-married,Adm-clerical,Own-child,Male,0,0,39,United-States,1,1526
29,Private,184596,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,3942,0,50,United-States,1,1527
41,Local-gov,351350,Some-college,10,Divorced,Protective-serv,Unmarried,Female,0,0,40,United-States,1,1528
28,Private,261725,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,Mexico,1,1529
31,Private,326862,Some-college,10,Divorced,Craft-repair,Own-child,Male,0,0,40,United-States,1,1530
36,Private,386726,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,1977,44,United-States,0,1531
50,Private,485710,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Female,0,0,50,United-States,1,1532
28,Private,606111,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,Germany,0,1533
43,Private,234220,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Female,0,0,40,Cuba,1,1534
32,Private,195891,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,55,United-States,1,1535
26,Private,181655,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Male,0,2377,45,United-States,1,1536
48,Private,169324,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,32,Haiti,1,1537
50,Self-emp-not-inc,27539,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,7688,0,40,United-States,0,1538
51,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,55,United-States,0,1539
21,,305466,Some-college,10,Never-married,,Own-child,Male,0,0,70,United-States,1,1540
26,Local-gov,386949,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,25,United-States,1,1541
42,Private,268183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1485,60,United-States,1,1542
84,Self-emp-not-inc,155057,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,20,United-States,1,1543
28,Private,312372,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,United-States,0,1544
32,Private,236543,12th,8,Divorced,Protective-serv,Own-child,Male,0,0,54,Mexico,1,1545
29,Private,204984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,1,1546
35,Self-emp-inc,187046,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,United-States,1,1547
19,,20469,HS-grad,9,Never-married,,Other-relative,Female,0,0,12,South,1,1548
38,Private,166585,HS-grad,9,Never-married,Exec-managerial,Own-child,Female,0,0,40,United-States,1,1549
51,State-gov,42017,Some-college,10,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1550
45,Self-emp-inc,204205,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,0,1551
61,Private,106330,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1552
55,Self-emp-not-inc,183810,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,0,1553
28,Private,124680,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,70,United-States,1,1554
24,Private,202721,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,1555
25,Private,19214,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1556
24,Private,33088,11th,7,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1557
35,State-gov,184659,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1485,40,United-States,0,1558
36,Private,77820,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1559
23,Federal-gov,41356,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,Female,0,0,32,United-States,1,1560
68,Private,223486,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,7,England,1,1561
60,Self-emp-not-inc,146674,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,50,,1,1562
55,Private,132887,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,3411,0,40,Jamaica,1,1563
30,Private,30290,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,1564
22,Private,401335,Some-college,10,Never-married,Other-service,Unmarried,Female,0,0,30,United-States,1,1565
56,Self-emp-not-inc,323639,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,25,United-States,1,1566
34,Self-emp-not-inc,192259,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,35,United-States,0,1567
32,Private,164507,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,Columbia,1,1568
33,Private,119913,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,1569
33,Private,93056,7th-8th,4,Divorced,Handlers-cleaners,Own-child,Male,0,0,40,United-States,1,1570
45,Private,123681,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,0,1571
35,Private,54595,12th,8,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,1,1572
48,Private,326048,Assoc-acdm,12,Divorced,Other-service,Not-in-family,Male,0,0,44,United-States,1,1573
60,Federal-gov,404023,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Male,10520,0,40,United-States,0,1574
61,Local-gov,167670,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,1575
22,Private,181773,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,United-States,1,1576
21,Private,56582,11th,7,Never-married,Other-service,Own-child,Male,0,0,50,United-States,1,1577
55,Private,320835,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,0,1578
61,Private,147280,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,1579
22,Private,333910,Some-college,10,Never-married,Tech-support,Not-in-family,Female,0,0,43,United-States,1,1580
17,Private,140027,11th,7,Never-married,Other-service,Own-child,Female,0,0,25,United-States,1,1581
45,Private,275995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,United-States,0,1582
56,Private,182460,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,0,1583
60,Self-emp-not-inc,96073,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,30,United-States,1,1584
32,Private,154120,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,40,United-States,0,1585
46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,0,1586
24,Private,188505,Bachelors,13,Married-AF-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,0,1587
28,Private,116613,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,24,United-States,1,1588
55,Private,217802,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,25,United-States,1,1589
57,Local-gov,118481,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,United-States,0,1590
57,Private,49893,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,0,1591
45,Self-emp-inc,204196,Bachelors,13,Divorced,Exec-managerial,Unmarried,Male,0,0,50,United-States,0,1592
48,Private,192779,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,1593
21,Private,57211,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,1594
46,Private,139514,Preschool,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Male,0,0,75,Dominican-Republic,1,1595
19,Private,266255,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,United-States,1,1596
69,,182668,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,45,United-States,0,1597
45,Private,195949,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1598
27,Private,118230,Bachelors,13,Never-married,Exec-managerial,Own-child,Female,0,0,40,United-States,1,1599
34,Self-emp-not-inc,213226,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1485,35,,1,1600
58,Federal-gov,72998,11th,7,Divorced,Craft-repair,Not-in-family,Female,14084,0,40,United-States,0,1601
19,Private,44797,Some-college,10,Never-married,Farming-fishing,Not-in-family,Female,0,0,15,United-States,1,1602
24,Private,199555,Assoc-voc,11,Never-married,Sales,Unmarried,Male,0,0,5,United-States,1,1603
26,Private,157028,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,55,United-States,0,1604
20,Private,141481,11th,7,Married-civ-spouse,Sales,Other-relative,Female,0,0,50,United-States,1,1605
48,Private,199763,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,8,United-States,1,1606
37,Self-emp-not-inc,24106,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,30,United-States,1,1607
30,Private,270889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,1608
44,Private,96249,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,0,1609
36,Private,49837,Some-college,10,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,1610
36,Local-gov,241998,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1672,50,United-States,1,1611
49,Self-emp-not-inc,199590,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,Mexico,1,1612
50,Private,135643,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Female,0,0,40,China,1,1613
23,Private,139187,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,50,United-States,1,1614
56,Private,191917,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Female,4101,0,40,United-States,1,1615
34,Private,128063,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,36,United-States,1,1616
64,,267198,Prof-school,15,Married-civ-spouse,,Husband,Male,0,0,16,United-States,1,1617
44,Private,79864,Masters,14,Separated,Exec-managerial,Unmarried,Female,0,0,20,United-States,1,1618
35,Self-emp-not-inc,191503,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,1,1619
37,Private,212900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1620
30,Private,86808,Bachelors,13,Never-married,Prof-specialty,Other-relative,Female,0,0,40,United-States,1,1621
24,Self-emp-not-inc,236769,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1622
52,Private,194259,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,50,United-States,1,1623
22,Private,52262,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,40,United-States,1,1624
49,Private,81973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1625
41,Private,171351,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1626
46,Private,130779,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,1627
34,Private,209213,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,,1,1628
43,Self-emp-inc,133060,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1629
34,Private,35595,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,1,1630
23,Private,127768,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,1631
18,,171964,HS-grad,9,Never-married,,Own-child,Female,0,1602,20,United-States,1,1632
33,Private,290763,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,1,1633
48,Private,272778,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,32,United-States,1,1634
22,Private,206974,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,1,1635
31,Private,144064,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,1636
34,State-gov,117503,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,20,Italy,1,1637
43,Federal-gov,101709,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,1,1638
47,Local-gov,272182,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,1639
30,Private,156718,Some-college,10,Separated,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,1640
50,Private,102346,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,2415,20,United-States,0,1641
56,Private,170070,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,United-States,0,1642
31,Private,118901,Bachelors,13,Divorced,Adm-clerical,Unmarried,Female,0,0,45,United-States,1,1643
40,Self-emp-inc,182629,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,United-States,1,1644
58,Private,78141,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1645
62,,55621,Some-college,10,Married-civ-spouse,,Husband,Male,0,0,35,United-States,0,1646
35,Local-gov,211073,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,61,United-States,0,1647
46,,280030,5th-6th,3,Married-civ-spouse,,Husband,Male,0,0,40,Mexico,1,1648
39,Private,114251,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1649
28,Private,65078,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1650
46,Private,83082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Female,0,0,33,United-States,1,1651
36,Private,83893,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,1652
42,Private,138662,Some-college,10,Separated,Adm-clerical,Own-child,Female,0,0,40,United-States,1,1653
42,Private,192712,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,25,United-States,1,1654
39,Private,56269,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,1655
43,Self-emp-not-inc,130126,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,1656
29,Private,212102,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,30,United-States,1,1657
40,Private,176602,HS-grad,9,Divorced,Other-service,Not-in-family,Male,0,0,40,United-States,1,1658
47,Private,176239,Some-college,10,Widowed,Prof-specialty,Unmarried,Female,0,0,40,United-States,1,1659
26,Private,318518,Some-college,10,Never-married,Transport-moving,Not-in-family,Male,0,0,40,United-States,1,1660
62,Federal-gov,258124,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,Italy,0,1661
43,Federal-gov,211450,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,1662
18,Private,127388,12th,8,Never-married,Other-service,Not-in-family,Female,0,0,25,United-States,1,1663
44,Private,198096,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,7688,0,40,United-States,0,1664
50,Private,88842,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,40,United-States,0,1665
57,Private,108426,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,48,England,1,1666
42,Self-emp-inc,287037,12th,8,Divorced,Craft-repair,Not-in-family,Male,0,0,10,United-States,1,1667
34,Private,182274,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,1887,40,United-States,0,1668
41,Private,163322,11th,7,Divorced,Exec-managerial,Unmarried,Female,0,0,36,United-States,1,1669
24,Private,86745,Bachelors,13,Never-married,Adm-clerical,Other-relative,Female,0,0,16,United-States,1,1670
18,,78567,Some-college,10,Never-married,,Own-child,Male,0,0,30,United-States,1,1671
44,Self-emp-inc,56236,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,2202,0,45,United-States,1,1672
47,Self-emp-not-inc,228660,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,1977,40,United-States,0,1673
22,Private,133833,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,25,United-States,1,1674
54,Self-emp-not-inc,158948,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,15,United-States,1,1675
38,Private,165472,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,1676
40,Private,193524,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,0,1677
44,Private,191256,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,1678
26,Private,284343,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,1,1679
36,Local-gov,241962,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,1,1680
28,Private,405793,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,45,United-States,0,1681
54,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,20,United-States,1,1682
64,Federal-gov,86837,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,0,1683
50,Private,150975,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,1684
60,Self-emp-not-inc,95490,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,45,United-States,1,1685
22,Private,136824,11th,7,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,1,1686
33,Private,160614,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,1,1687
62,Private,244933,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,45,United-States,1,1688
39,Private,129150,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,United-States,0,1689
40,Private,138975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,56,United-States,1,1690
44,Private,367749,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,Mexico,1,1691
57,Private,104272,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,1692
35,Self-emp-not-inc,22641,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,1693
